dim_age,dim_gender,dim_product_category,dim_season,dim_location,dim_item_purchased,meas_store_visits_per_month,meas_total_spending,dim_online_shopping,meas_membership_duration,meas_discount_usage,dim_preferred_payment_method,meas_days_since_last_purchase,meas_loyalty_points,meas_average_basket_size,meas_annual_income,meas_purchase_frequency,dim_preferred_product_category,meas_satisfaction_score,meas_cross_channel_shopping,dim_order_date
57.0,Female,Clothing,Fall,California,Pants,16.0,7762.0,Yes,8.0,9.0,Cash,30.0,20.0,4.0,73219.0,1.0,Footwear,1.78,True,19-02-2023
52.0,Female,Footwear,Spring,Maine,Boots,15.0,8604.0,Yes,9.0,4.0,Cash,16.0,56.0,5.0,70373.0,2.0,Clothing,4.21,True,09-08-2023
44.0,Female,Outerwear,Fall,Ohio,Coat,15.0,1878.0,No,20.0,10.0,Credit Card,1.0,1.0,10.0,90361.0,9.0,Footwear,2.41,True,26-01-2023
48.0,Female,Accessories,Summer,Delaware,Scarf,17.0,9185.0,Yes,19.0,8.0,Debit Card,20.0,19.0,7.0,40167.0,2.0,Clothing,2.04,False,07-05-2022
52.0,Female,Footwear,Fall,Oklahoma,Boots,20.0,3167.0,No,14.0,7.0,Mobile Wallet,23.0,100.0,1.0,103412.0,1.0,Footwear,4.85,True,30-11-2023
34.0,Female,Footwear,Summer,Indiana,Sneakers,17.0,2477.0,No,13.0,1.0,Mobile Wallet,2.0,97.0,1.0,34600.0,3.0,Outerwear,4.73,True,25-09-2023
26.0,Female,Clothing,Fall,South Carolina,Sweater,20.0,2274.0,Yes,24.0,9.0,Debit Card,17.0,46.0,1.0,67200.0,9.0,Footwear,2.63,True,23-05-2023
36.0,Female,Accessories,Fall,Vermont,Belt,1.0,7271.0,No,20.0,9.0,Credit Card,21.0,80.0,9.0,79520.0,2.0,Accessories,1.23,False,23-09-2023
24.0,Female,Accessories,Winter,Utah,Jewelry,3.0,2909.0,Yes,15.0,3.0,Mobile Wallet,15.0,69.0,8.0,98749.0,8.0,Accessories,3.22,True,05-04-2022
30.0,Female,Accessories,Fall,Utah,Handbag,9.0,7226.0,No,3.0,1.0,Credit Card,8.0,55.0,3.0,47746.0,2.0,Clothing,4.26,False,25-02-2023
31.0,Female,Outerwear,Fall,New York,Jacket,15.0,7030.0,No,13.0,10.0,Cash,16.0,100.0,8.0,85700.0,9.0,Footwear,2.29,False,05-10-2022
25.0,Female,Footwear,Summer,Indiana,Boots,16.0,9813.0,Yes,7.0,6.0,Credit Card,9.0,55.0,8.0,78955.0,8.0,Accessories,3.19,True,13-07-2022
57.0,Female,Footwear,Summer,Tennessee,Sneakers,9.0,2349.0,Yes,3.0,9.0,Mobile Wallet,6.0,3.0,2.0,111276.0,4.0,Outerwear,2.28,False,01-01-2022
61.0,Female,Accessories,Winter,Georgia,Scarf,6.0,6200.0,No,20.0,6.0,Credit Card,3.0,59.0,6.0,72834.0,7.0,Clothing,4.38,False,16-08-2023
30.0,Female,Outerwear,Summer,Nebraska,Coat,18.0,1088.0,Yes,3.0,10.0,Mobile Wallet,25.0,49.0,8.0,53385.0,4.0,Clothing,3.12,True,15-12-2023
38.0,Female,Clothing,Winter,Washington,Shorts,16.0,9406.0,No,2.0,8.0,Cash,18.0,20.0,10.0,119281.0,5.0,Footwear,4.42,True,16-09-2022
53.0,Female,Clothing,Spring,Idaho,Shorts,3.0,3486.0,Yes,19.0,9.0,Credit Card,3.0,12.0,10.0,90296.0,7.0,Footwear,1.0,True,25-09-2023
31.0,Female,Clothing,Fall,Louisiana,Jeans,2.0,3123.0,No,20.0,3.0,Debit Card,19.0,95.0,9.0,90693.0,5.0,Footwear,3.94,False,25-06-2023
70.0,Female,Accessories,Fall,New Jersey,Gloves,16.0,3300.0,Yes,8.0,6.0,Cash,26.0,50.0,4.0,75709.0,4.0,Clothing,2.26,False,03-04-2022
21.0,Female,Clothing,Winter,Delaware,Pants,8.0,4148.0,No,3.0,2.0,Debit Card,27.0,50.0,2.0,50266.0,9.0,Outerwear,4.63,False,09-10-2023
33.0,Female,Clothing,Summer,Wisconsin,Dress,4.0,6971.0,Yes,5.0,9.0,Mobile Wallet,8.0,36.0,4.0,40487.0,1.0,Outerwear,2.84,False,19-08-2023
60.0,Female,Clothing,Winter,West Virginia,Pants,7.0,3566.0,Yes,11.0,4.0,Credit Card,26.0,84.0,3.0,94278.0,1.0,Outerwear,2.01,False,14-06-2022
45.0,Female,Accessories,Spring,Texas,Gloves,15.0,9284.0,No,9.0,7.0,Debit Card,29.0,80.0,10.0,94788.0,7.0,Accessories,3.24,False,30-10-2023
46.0,Female,Accessories,Summer,Hawaii,Belt,10.0,2828.0,No,14.0,1.0,Credit Card,22.0,87.0,4.0,49945.0,3.0,Accessories,4.28,True,15-04-2023
62.0,Female,Accessories,Summer,Arizona,Belt,15.0,6917.0,No,10.0,10.0,Mobile Wallet,21.0,72.0,3.0,35543.0,6.0,Outerwear,3.07,True,23-12-2023
63.0,Female,Clothing,Winter,Louisiana,Skirt,18.0,5123.0,No,8.0,10.0,Cash,23.0,81.0,1.0,117698.0,5.0,Outerwear,4.76,False,17-07-2023
69.0,Female,Clothing,Spring,Nevada,Socks,7.0,6007.0,No,15.0,6.0,Mobile Wallet,14.0,18.0,7.0,102782.0,8.0,Accessories,2.0,True,27-09-2022
46.0,Female,Accessories,Summer,Rhode Island,Belt,20.0,1285.0,No,12.0,9.0,Credit Card,7.0,76.0,2.0,38038.0,9.0,Footwear,3.86,False,05-09-2023
69.0,Female,Clothing,Fall,Illinois,Shirt,14.0,8883.0,No,10.0,3.0,Mobile Wallet,6.0,60.0,10.0,59262.0,2.0,Accessories,1.18,False,14-06-2022
66.0,Female,Clothing,Summer,Utah,Dress,1.0,6463.0,Yes,8.0,3.0,Cash,14.0,29.0,7.0,86458.0,1.0,Clothing,3.87,False,22-04-2022
41.0,Female,Clothing,Spring,North Dakota,Socks,13.0,8338.0,Yes,13.0,4.0,Debit Card,9.0,19.0,5.0,100875.0,8.0,Outerwear,2.09,True,04-06-2023
32.0,Female,Outerwear,Spring,Kansas,Jacket,14.0,1034.0,Yes,24.0,1.0,Cash,12.0,7.0,6.0,109894.0,9.0,Clothing,1.49,True,03-08-2023
69.0,Female,Clothing,Winter,Nevada,Sweater,7.0,8231.0,Yes,3.0,9.0,Mobile Wallet,10.0,30.0,10.0,37671.0,6.0,Outerwear,2.22,False,06-06-2022
29.0,Female,Clothing,Summer,Virginia,Jeans,11.0,8921.0,Yes,2.0,8.0,Credit Card,27.0,10.0,6.0,46612.0,4.0,Accessories,1.79,True,06-12-2023
70.0,Female,Accessories,Spring,Utah,Jewelry,15.0,4259.0,No,3.0,1.0,Debit Card,13.0,43.0,4.0,79754.0,2.0,Clothing,1.16,True,26-03-2022
41.0,Female,Clothing,Spring,Idaho,Sweater,12.0,4917.0,Yes,8.0,10.0,Mobile Wallet,23.0,9.0,10.0,47943.0,10.0,Clothing,1.22,False,21-06-2022
31.0,Female,Clothing,Summer,Alaska,Hoodie,18.0,8348.0,Yes,7.0,9.0,Debit Card,9.0,23.0,10.0,104489.0,5.0,Accessories,4.54,False,25-07-2022
31.0,Female,Accessories,Winter,New Hampshire,Sunglasses,13.0,235.0,Yes,18.0,5.0,Debit Card,21.0,44.0,1.0,69889.0,3.0,Outerwear,3.21,False,31-10-2022
57.0,Female,Footwear,Winter,Ohio,Sandals,16.0,6175.0,No,18.0,8.0,Debit Card,8.0,0.0,5.0,99607.0,2.0,Outerwear,1.45,False,09-06-2022
29.0,Female,Outerwear,Summer,Montana,Coat,13.0,649.0,No,19.0,10.0,Credit Card,15.0,28.0,5.0,77510.0,6.0,Accessories,4.6,True,29-07-2023
70.0,Female,Accessories,Fall,Louisiana,Belt,2.0,7528.0,No,3.0,1.0,Mobile Wallet,23.0,11.0,7.0,46658.0,2.0,Footwear,3.33,False,12-12-2022
51.0,Female,Clothing,Fall,Oregon,Blouse,19.0,9554.0,No,4.0,2.0,Mobile Wallet,26.0,12.0,1.0,109396.0,10.0,Clothing,1.39,True,28-07-2023
45.0,Female,Clothing,Winter,Arizona,Skirt,1.0,287.0,No,11.0,2.0,Credit Card,23.0,20.0,4.0,67088.0,10.0,Accessories,1.56,True,01-12-2023
18.0,Female,Clothing,Spring,Alaska,Shorts,9.0,712.0,Yes,4.0,3.0,Debit Card,27.0,84.0,4.0,81515.0,2.0,Outerwear,3.46,False,06-03-2022
37.0,Female,Clothing,Summer,Utah,Dress,15.0,385.0,Yes,17.0,7.0,Credit Card,24.0,95.0,4.0,94002.0,2.0,Footwear,4.01,True,21-11-2023
23.0,Female,Accessories,Winter,New York,Sunglasses,9.0,5656.0,No,10.0,4.0,Cash,6.0,59.0,6.0,68602.0,2.0,Footwear,1.98,True,10-06-2023
39.0,Female,Footwear,Winter,New Mexico,Shoes,8.0,9547.0,Yes,11.0,8.0,Mobile Wallet,7.0,55.0,10.0,78576.0,4.0,Footwear,1.66,True,17-04-2022
62.0,Female,Accessories,Winter,Louisiana,Belt,1.0,3327.0,Yes,14.0,6.0,Mobile Wallet,12.0,20.0,5.0,101909.0,4.0,Outerwear,1.8,False,16-05-2023
70.0,Female,Accessories,Winter,Ohio,Belt,8.0,6802.0,Yes,9.0,5.0,Cash,23.0,65.0,3.0,81180.0,5.0,Footwear,4.3,True,16-10-2023
20.0,Female,Accessories,Summer,Nevada,Belt,19.0,2340.0,Yes,1.0,10.0,Mobile Wallet,5.0,14.0,8.0,105285.0,8.0,Clothing,4.02,True,09-06-2023
42.0,Female,Accessories,Fall,Idaho,Belt,1.0,8500.0,Yes,8.0,3.0,Mobile Wallet,30.0,77.0,2.0,70206.0,10.0,Outerwear,1.9,True,08-06-2023
41.0,Female,Clothing,Summer,Arizona,Skirt,12.0,5657.0,No,10.0,2.0,Credit Card,19.0,48.0,5.0,51124.0,2.0,Clothing,3.3,False,31-10-2023
24.0,Female,Clothing,Spring,Utah,T-shirt,4.0,2249.0,Yes,16.0,3.0,Debit Card,8.0,55.0,9.0,32650.0,6.0,Accessories,2.45,False,13-02-2022
37.0,Female,Accessories,Spring,Wyoming,Scarf,15.0,584.0,Yes,13.0,8.0,Mobile Wallet,18.0,19.0,9.0,47918.0,8.0,Outerwear,4.04,False,20-12-2023
30.0,Female,Clothing,Summer,Indiana,Blouse,15.0,5330.0,Yes,11.0,8.0,Debit Card,5.0,29.0,8.0,40987.0,10.0,Outerwear,4.49,False,22-07-2023
58.0,Female,Accessories,Summer,Wisconsin,Sunglasses,13.0,8357.0,No,15.0,9.0,Credit Card,21.0,51.0,2.0,59500.0,9.0,Clothing,1.08,True,10-02-2023
43.0,Female,Footwear,Summer,Texas,Boots,6.0,7166.0,Yes,3.0,4.0,Credit Card,5.0,0.0,5.0,70660.0,3.0,Accessories,1.29,False,17-08-2022
19.0,Female,Outerwear,Winter,Utah,Jacket,17.0,4210.0,No,3.0,4.0,Credit Card,2.0,97.0,3.0,69298.0,1.0,Outerwear,1.17,True,02-02-2022
23.0,Female,Clothing,Fall,Arkansas,Jeans,13.0,4483.0,Yes,10.0,4.0,Debit Card,18.0,91.0,1.0,33335.0,4.0,Accessories,3.04,False,22-08-2023
65.0,Female,Accessories,Summer,Pennsylvania,Sunglasses,4.0,3375.0,Yes,19.0,9.0,Credit Card,23.0,75.0,5.0,30552.0,8.0,Clothing,4.5,False,30-12-2023
58.0,Female,Footwear,Fall,Georgia,Sandals,20.0,4863.0,Yes,2.0,7.0,Debit Card,15.0,92.0,2.0,37890.0,8.0,Outerwear,2.18,False,26-02-2023
50.0,Female,Accessories,Summer,Indiana,Backpack,20.0,1953.0,Yes,2.0,4.0,Cash,18.0,35.0,4.0,117155.0,1.0,Outerwear,3.67,False,18-08-2022
67.0,Female,Clothing,Spring,Idaho,Blouse,7.0,6394.0,Yes,15.0,1.0,Debit Card,13.0,33.0,1.0,52909.0,2.0,Footwear,4.36,True,17-04-2023
40.0,Female,Footwear,Summer,Montana,Shoes,11.0,7332.0,No,10.0,7.0,Credit Card,8.0,53.0,5.0,64926.0,6.0,Accessories,1.58,True,12-07-2022
55.0,Female,Clothing,Fall,Tennessee,Shirt,8.0,4614.0,Yes,14.0,10.0,Cash,5.0,37.0,5.0,99909.0,7.0,Footwear,1.11,True,23-04-2023
52.0,Female,Clothing,Winter,West Virginia,Hoodie,9.0,3371.0,No,5.0,8.0,Credit Card,25.0,81.0,4.0,95738.0,2.0,Clothing,2.21,False,16-09-2023
62.0,Female,Clothing,Summer,California,Dress,4.0,7269.0,Yes,3.0,6.0,Credit Card,1.0,83.0,9.0,78243.0,8.0,Outerwear,2.68,False,09-10-2022
64.0,Female,Clothing,Summer,Georgia,Dress,10.0,8210.0,No,24.0,1.0,Debit Card,29.0,89.0,1.0,84131.0,6.0,Outerwear,3.26,True,27-08-2022
43.0,Female,Footwear,Spring,Maryland,Sneakers,3.0,5543.0,Yes,1.0,6.0,Debit Card,29.0,12.0,5.0,95086.0,8.0,Clothing,2.75,True,21-08-2022
61.0,Female,Clothing,Summer,Idaho,Blouse,4.0,8816.0,Yes,16.0,3.0,Mobile Wallet,10.0,31.0,2.0,31830.0,10.0,Clothing,3.35,False,06-08-2023
26.0,Female,Accessories,Summer,California,Backpack,11.0,8013.0,Yes,9.0,2.0,Debit Card,26.0,28.0,3.0,45273.0,9.0,Outerwear,3.26,True,15-08-2022
22.0,Female,Clothing,Spring,Alabama,Sweater,5.0,1497.0,No,4.0,5.0,Cash,22.0,81.0,7.0,119996.0,9.0,Clothing,3.76,True,14-01-2023
51.0,Female,Footwear,Spring,Utah,Boots,2.0,1413.0,Yes,23.0,6.0,Mobile Wallet,26.0,49.0,9.0,73227.0,10.0,Outerwear,3.15,False,05-03-2022
69.0,Female,Accessories,Spring,Kentucky,Handbag,9.0,7467.0,No,20.0,4.0,Cash,18.0,61.0,10.0,38477.0,8.0,Footwear,1.54,False,18-08-2022
50.0,Female,Clothing,Spring,Vermont,Hoodie,3.0,7719.0,No,5.0,3.0,Debit Card,23.0,85.0,4.0,40387.0,7.0,Footwear,3.96,True,06-05-2023
51.0,Female,Accessories,Summer,Iowa,Belt,10.0,1561.0,No,9.0,7.0,Cash,6.0,90.0,2.0,72966.0,7.0,Footwear,4.94,False,11-04-2023
56.0,Female,Accessories,Summer,Georgia,Jewelry,12.0,8076.0,No,2.0,8.0,Mobile Wallet,2.0,42.0,7.0,80117.0,4.0,Accessories,2.94,False,18-01-2023
59.0,Female,Clothing,Spring,Alabama,Blouse,12.0,771.0,No,22.0,8.0,Cash,16.0,93.0,7.0,107649.0,10.0,Outerwear,3.64,False,22-09-2022
18.0,Female,Accessories,Fall,Nebraska,Handbag,4.0,6314.0,Yes,13.0,5.0,Debit Card,14.0,85.0,8.0,74357.0,8.0,Footwear,1.51,True,27-08-2022
48.0,Female,Accessories,Winter,Rhode Island,Handbag,16.0,7586.0,Yes,22.0,3.0,Mobile Wallet,25.0,14.0,5.0,99492.0,4.0,Footwear,3.64,False,30-07-2022
53.0,Female,Outerwear,Winter,South Dakota,Coat,3.0,3929.0,Yes,6.0,10.0,Cash,2.0,29.0,1.0,66744.0,8.0,Footwear,1.92,False,02-04-2022
45.0,Female,Accessories,Fall,Illinois,Belt,8.0,669.0,No,6.0,6.0,Credit Card,4.0,64.0,5.0,47408.0,6.0,Accessories,3.56,False,23-12-2023
21.0,Female,Footwear,Winter,North Carolina,Boots,7.0,5211.0,Yes,13.0,8.0,Debit Card,5.0,4.0,3.0,96093.0,9.0,Accessories,1.87,False,28-01-2023
42.0,Female,Clothing,Winter,Florida,Socks,15.0,4789.0,No,9.0,10.0,Credit Card,14.0,17.0,7.0,66501.0,5.0,Clothing,1.39,False,04-04-2022
60.0,Female,Footwear,Spring,Pennsylvania,Shoes,19.0,8663.0,No,17.0,1.0,Mobile Wallet,28.0,23.0,6.0,38627.0,7.0,Clothing,4.94,False,12-06-2022
21.0,Female,Footwear,Fall,Vermont,Sneakers,7.0,8683.0,No,18.0,1.0,Credit Card,16.0,14.0,1.0,91720.0,7.0,Outerwear,1.73,False,15-06-2022
69.0,Female,Accessories,Summer,Colorado,Jewelry,4.0,3980.0,No,1.0,2.0,Debit Card,14.0,24.0,4.0,76497.0,4.0,Outerwear,3.28,True,20-03-2023
40.0,Female,Accessories,Summer,Utah,Handbag,12.0,8029.0,Yes,4.0,8.0,Mobile Wallet,24.0,3.0,5.0,65299.0,8.0,Clothing,4.38,True,10-07-2023
31.0,Female,Outerwear,Spring,Kentucky,Coat,11.0,4517.0,No,21.0,7.0,Credit Card,9.0,99.0,10.0,65493.0,6.0,Accessories,4.74,True,24-07-2022
44.0,Female,Accessories,Summer,Wyoming,Sunglasses,14.0,1226.0,No,22.0,8.0,Credit Card,5.0,73.0,1.0,42413.0,2.0,Clothing,4.62,False,07-12-2023
48.0,Female,Footwear,Spring,Maine,Shoes,12.0,2925.0,Yes,9.0,5.0,Cash,1.0,91.0,5.0,116612.0,3.0,Footwear,3.53,True,27-09-2023
32.0,Female,Footwear,Winter,Maine,Shoes,19.0,3791.0,Yes,2.0,3.0,Credit Card,9.0,79.0,2.0,54279.0,8.0,Outerwear,2.35,False,02-09-2023
42.0,Female,Footwear,Summer,New Hampshire,Boots,20.0,9686.0,No,23.0,7.0,Mobile Wallet,21.0,86.0,1.0,54908.0,4.0,Outerwear,4.43,True,15-04-2023
27.0,Female,Footwear,Fall,Kansas,Sandals,14.0,4978.0,Yes,19.0,5.0,Cash,21.0,18.0,3.0,48349.0,6.0,Footwear,1.9,False,15-07-2022
69.0,Female,Accessories,Spring,New Jersey,Gloves,4.0,4853.0,No,24.0,5.0,Debit Card,23.0,61.0,7.0,106247.0,9.0,Clothing,4.1,True,04-12-2022
67.0,Female,Accessories,Spring,North Carolina,Backpack,11.0,8841.0,No,3.0,7.0,Mobile Wallet,29.0,40.0,1.0,41056.0,9.0,Clothing,1.35,True,01-10-2023
41.0,Female,Accessories,Winter,West Virginia,Handbag,18.0,3084.0,No,5.0,1.0,Mobile Wallet,20.0,91.0,9.0,110828.0,3.0,Accessories,3.91,True,01-09-2022
46.0,Female,Clothing,Spring,Kentucky,Sweater,19.0,218.0,Yes,2.0,5.0,Credit Card,22.0,1.0,10.0,54686.0,9.0,Footwear,3.1,True,21-07-2023
47.0,Female,Outerwear,Summer,California,Coat,2.0,9171.0,Yes,24.0,8.0,Cash,3.0,85.0,8.0,116516.0,3.0,Clothing,3.54,True,24-05-2023
33.0,Female,Clothing,Fall,South Dakota,T-shirt,20.0,8763.0,Yes,17.0,7.0,Debit Card,25.0,59.0,2.0,33062.0,5.0,Outerwear,3.01,False,26-07-2022
51.0,Female,Accessories,Fall,California,Backpack,12.0,1206.0,Yes,17.0,4.0,Debit Card,14.0,88.0,8.0,117951.0,6.0,Accessories,4.72,False,20-01-2022
26.0,Female,Accessories,Winter,Connecticut,Sunglasses,6.0,7433.0,No,10.0,3.0,Mobile Wallet,6.0,58.0,8.0,71204.0,9.0,Clothing,1.42,False,21-08-2022
22.0,Female,Accessories,Winter,Idaho,Belt,13.0,2440.0,Yes,23.0,2.0,Debit Card,29.0,93.0,1.0,56257.0,6.0,Outerwear,3.97,True,03-10-2022
49.0,Female,Outerwear,Fall,North Dakota,Jacket,17.0,7978.0,Yes,21.0,4.0,Mobile Wallet,28.0,1.0,2.0,69840.0,2.0,Footwear,4.98,True,04-08-2023
58.0,Female,Clothing,Summer,Michigan,Skirt,3.0,6783.0,No,23.0,2.0,Mobile Wallet,28.0,68.0,3.0,84015.0,5.0,Outerwear,1.34,False,05-05-2022
70.0,Female,Accessories,Spring,Missouri,Belt,3.0,2755.0,No,15.0,8.0,Mobile Wallet,3.0,45.0,3.0,61170.0,4.0,Outerwear,4.78,False,25-04-2023
32.0,Female,Footwear,Winter,California,Boots,14.0,6439.0,Yes,4.0,10.0,Debit Card,8.0,46.0,7.0,39730.0,4.0,Clothing,2.06,True,09-02-2022
62.0,Female,Clothing,Spring,Delaware,Jeans,14.0,5285.0,No,4.0,10.0,Credit Card,30.0,87.0,1.0,115153.0,8.0,Outerwear,3.39,True,23-02-2023
52.0,Female,Footwear,Fall,Alabama,Shoes,13.0,7219.0,Yes,8.0,5.0,Cash,20.0,75.0,1.0,57237.0,5.0,Outerwear,3.08,True,03-06-2022
23.0,Female,Clothing,Spring,New Hampshire,Sweater,14.0,8081.0,No,23.0,1.0,Mobile Wallet,28.0,9.0,9.0,54177.0,7.0,Footwear,1.64,True,07-08-2022
26.0,Female,Accessories,Spring,New York,Jewelry,9.0,1231.0,No,14.0,6.0,Credit Card,23.0,65.0,7.0,83248.0,3.0,Outerwear,4.37,False,30-01-2023
58.0,Female,Clothing,Winter,Oregon,Shirt,5.0,1556.0,No,23.0,1.0,Cash,27.0,29.0,9.0,117722.0,10.0,Footwear,3.55,True,13-08-2023
26.0,Female,Footwear,Winter,Massachusetts,Boots,11.0,4754.0,Yes,17.0,7.0,Credit Card,6.0,70.0,10.0,45638.0,2.0,Clothing,1.46,False,16-11-2023
54.0,Female,Clothing,Winter,Utah,Shorts,6.0,2053.0,Yes,21.0,3.0,Debit Card,17.0,4.0,10.0,46499.0,8.0,Accessories,1.39,True,10-02-2023
66.0,Female,Accessories,Summer,New Hampshire,Handbag,8.0,2834.0,Yes,14.0,3.0,Cash,21.0,97.0,2.0,69996.0,10.0,Footwear,3.48,True,09-09-2023
60.0,Female,Clothing,Spring,Illinois,Sweater,17.0,7041.0,Yes,6.0,3.0,Cash,13.0,27.0,10.0,102871.0,8.0,Footwear,4.34,True,08-03-2022
32.0,Female,Accessories,Spring,Alaska,Belt,13.0,2346.0,No,15.0,3.0,Debit Card,8.0,8.0,4.0,116081.0,9.0,Outerwear,3.1,False,21-04-2022
48.0,Female,Accessories,Fall,Wyoming,Belt,9.0,3872.0,No,19.0,5.0,Credit Card,16.0,44.0,6.0,39017.0,6.0,Outerwear,3.42,False,02-11-2023
69.0,Female,Clothing,Spring,Colorado,Hoodie,19.0,4467.0,Yes,23.0,10.0,Credit Card,9.0,45.0,2.0,47317.0,7.0,Outerwear,3.7,False,03-03-2022
64.0,Female,Footwear,Winter,Vermont,Sneakers,17.0,9724.0,No,19.0,4.0,Cash,19.0,76.0,2.0,77673.0,3.0,Footwear,1.1,False,12-04-2022
56.0,Female,Clothing,Spring,Utah,T-shirt,8.0,9607.0,No,2.0,8.0,Cash,14.0,99.0,1.0,68809.0,5.0,Accessories,1.85,False,09-04-2022
22.0,Female,Clothing,Summer,Illinois,Pants,15.0,9512.0,Yes,16.0,2.0,Credit Card,19.0,9.0,8.0,59962.0,2.0,Clothing,3.51,False,05-04-2023
46.0,Female,Accessories,Spring,Idaho,Scarf,18.0,3918.0,Yes,13.0,5.0,Debit Card,29.0,23.0,7.0,36262.0,2.0,Accessories,1.29,True,13-05-2023
24.0,Female,Clothing,Winter,Nevada,Sweater,4.0,6168.0,No,23.0,4.0,Mobile Wallet,14.0,80.0,8.0,49543.0,4.0,Footwear,4.52,True,29-08-2022
47.0,Female,Accessories,Summer,Utah,Handbag,13.0,8255.0,No,9.0,6.0,Cash,22.0,12.0,6.0,95523.0,5.0,Outerwear,4.92,True,29-07-2022
62.0,Female,Clothing,Spring,North Carolina,Shirt,5.0,9967.0,Yes,15.0,8.0,Mobile Wallet,10.0,39.0,1.0,46870.0,2.0,Outerwear,2.16,False,10-03-2022
34.0,Female,Clothing,Spring,Arkansas,Dress,4.0,1637.0,No,4.0,3.0,Debit Card,17.0,66.0,2.0,103633.0,7.0,Accessories,1.01,True,24-09-2023
50.0,Female,Footwear,Fall,North Carolina,Sandals,7.0,6646.0,Yes,19.0,1.0,Mobile Wallet,9.0,42.0,10.0,98943.0,8.0,Clothing,2.23,True,16-06-2023
29.0,Female,Clothing,Summer,Texas,Shirt,8.0,6696.0,No,11.0,9.0,Credit Card,11.0,90.0,10.0,57917.0,5.0,Clothing,4.27,True,13-05-2023
68.0,Female,Clothing,Winter,Nevada,Dress,5.0,3003.0,Yes,7.0,7.0,Mobile Wallet,4.0,79.0,9.0,73238.0,2.0,Clothing,2.6,False,01-06-2022
52.0,Female,Accessories,Fall,Utah,Sunglasses,17.0,7606.0,Yes,16.0,4.0,Mobile Wallet,4.0,2.0,6.0,81979.0,1.0,Footwear,2.39,True,01-05-2023
29.0,Female,Clothing,Summer,Pennsylvania,Socks,20.0,9661.0,Yes,10.0,7.0,Cash,24.0,33.0,1.0,102450.0,5.0,Accessories,2.33,True,15-06-2023
22.0,Female,Footwear,Summer,Georgia,Sandals,15.0,1773.0,Yes,4.0,10.0,Mobile Wallet,3.0,85.0,9.0,47938.0,3.0,Footwear,2.81,True,03-12-2023
62.0,Female,Accessories,Fall,Minnesota,Hat,14.0,1921.0,Yes,3.0,6.0,Credit Card,23.0,57.0,5.0,99979.0,10.0,Outerwear,3.09,False,08-06-2022
69.0,Female,Clothing,Winter,Kansas,Shirt,5.0,1508.0,No,11.0,8.0,Mobile Wallet,24.0,71.0,8.0,51958.0,7.0,Clothing,1.57,False,17-01-2022
48.0,Female,Footwear,Fall,Delaware,Shoes,9.0,177.0,Yes,19.0,9.0,Cash,18.0,15.0,3.0,94818.0,9.0,Accessories,1.55,True,23-09-2023
66.0,Female,Clothing,Summer,New Mexico,Pants,9.0,8684.0,No,6.0,5.0,Debit Card,28.0,96.0,7.0,49262.0,8.0,Accessories,3.34,True,27-10-2023
42.0,Female,Clothing,Fall,Michigan,Shirt,17.0,141.0,No,18.0,10.0,Cash,28.0,89.0,2.0,31208.0,7.0,Outerwear,1.43,True,26-02-2022
50.0,Female,Accessories,Winter,Vermont,Hat,5.0,2229.0,Yes,6.0,9.0,Mobile Wallet,10.0,57.0,7.0,75003.0,1.0,Outerwear,3.03,False,20-08-2022
32.0,Female,Accessories,Summer,Idaho,Jewelry,1.0,3026.0,No,22.0,6.0,Cash,11.0,47.0,6.0,66299.0,9.0,Clothing,4.12,True,28-09-2022
51.0,Female,Outerwear,Summer,South Dakota,Jacket,15.0,2458.0,No,24.0,8.0,Credit Card,3.0,48.0,1.0,58843.0,8.0,Footwear,1.87,False,11-02-2022
27.0,Female,Clothing,Winter,Illinois,Shirt,14.0,8629.0,No,17.0,8.0,Cash,18.0,63.0,7.0,95807.0,9.0,Footwear,1.76,True,08-11-2022
43.0,Female,Clothing,Summer,Georgia,Pants,13.0,8749.0,Yes,22.0,9.0,Debit Card,7.0,36.0,7.0,35002.0,3.0,Accessories,2.54,False,06-05-2023
48.0,Female,Clothing,Fall,Oregon,Skirt,18.0,7864.0,Yes,19.0,7.0,Debit Card,21.0,64.0,3.0,85869.0,3.0,Outerwear,2.03,False,18-08-2023
62.0,Female,Footwear,Winter,Alabama,Sandals,10.0,4455.0,Yes,20.0,8.0,Cash,23.0,38.0,8.0,102338.0,9.0,Accessories,3.2,False,03-11-2023
65.0,Female,Clothing,Winter,Hawaii,Blouse,13.0,9767.0,No,14.0,1.0,Credit Card,15.0,38.0,6.0,53248.0,9.0,Accessories,1.17,True,09-08-2023
50.0,Female,Clothing,Fall,Oregon,Socks,9.0,461.0,Yes,17.0,3.0,Debit Card,23.0,38.0,3.0,55317.0,8.0,Accessories,2.31,True,12-09-2023
60.0,Female,Outerwear,Winter,Illinois,Jacket,6.0,2652.0,No,6.0,3.0,Mobile Wallet,13.0,52.0,9.0,81615.0,7.0,Clothing,4.54,False,19-10-2022
19.0,Female,Accessories,Fall,Texas,Handbag,12.0,1292.0,Yes,19.0,1.0,Cash,23.0,62.0,2.0,34754.0,5.0,Clothing,1.31,False,03-01-2023
21.0,Female,Accessories,Spring,Kansas,Belt,17.0,1917.0,Yes,13.0,10.0,Credit Card,1.0,66.0,8.0,111096.0,4.0,Accessories,3.98,True,05-12-2022
