customer_id,age,gender,category,season,location,item_purchased,store_visits_per_month,total_spending,online_shopping,membership_duration,discount_usage,preferred_payment_method,days_since_last_purchase,loyalty_points,average_basket_size,annual_income,purchase_frequency,preferred_product_category,satisfaction_score,cross_channel_shopping
3251,23,Female,Outerwear,Spring,Minnesota,Coat,12,8435,Yes,10,9,Debit Card,27,94,9,50881,7,Accessories,2.91,FALSE
3252,25,Female,Outerwear,Winter,Nevada,Coat,12,6233,Yes,8,7,Credit Card,21,56,7,81653,8,Clothing,4.57,TRUE
3253,69,Female,Footwear,Spring,Montana,Sandals,16,3276,No,15,6,Cash,30,100,1,93742,5,Clothing,4.29,FALSE
3254,36,Female,Accessories,Fall,Nebraska,Backpack,13,6145,Yes,12,8,Credit Card,14,53,5,84221,3,Clothing,2.22,FALSE
3255,21,Female,Clothing,Winter,Indiana,Sweater,1,1490,No,22,6,Mobile Wallet,5,90,4,41183,6,Footwear,2.41,TRUE
3256,57,Female,Clothing,Fall,New Jersey,Shorts,1,8093,No,14,6,Mobile Wallet,12,63,7,61283,6,Accessories,3.09,FALSE
3257,60,Female,Accessories,Winter,Wisconsin,Sunglasses,17,5475,Yes,23,7,Cash,9,41,5,53114,4,Footwear,4.88,FALSE
3258,44,Female,Clothing,Fall,Minnesota,Shirt,6,6380,No,2,4,Mobile Wallet,9,27,6,62165,6,Clothing,1.97,TRUE
3259,31,Female,Footwear,Spring,New Jersey,Shoes,4,7199,Yes,17,1,Credit Card,28,28,6,64229,3,Accessories,3.27,FALSE
3260,57,Female,Accessories,Fall,Oklahoma,Hat,13,1761,Yes,23,4,Credit Card,9,51,8,37043,4,Clothing,3.84,TRUE
3261,39,Female,Accessories,Summer,Wisconsin,Scarf,12,3785,Yes,16,8,Debit Card,12,29,6,31615,10,Accessories,1.21,TRUE
3262,48,Female,Accessories,Winter,Rhode Island,Belt,13,3400,Yes,8,3,Cash,16,35,10,98071,8,Outerwear,3.38,TRUE
3263,42,Female,Clothing,Spring,Indiana,T-shirt,19,7222,Yes,10,3,Debit Card,22,98,6,64525,8,Clothing,3.17,TRUE
3264,56,Female,Clothing,Fall,Vermont,Shorts,5,4659,Yes,8,4,Credit Card,7,96,5,64833,1,Footwear,4.27,FALSE
3265,28,Female,Clothing,Winter,Maine,Pants,9,219,No,7,2,Mobile Wallet,24,38,6,106083,6,Clothing,3.56,TRUE
3266,40,Female,Accessories,Winter,Alabama,Sunglasses,6,1704,Yes,24,5,Credit Card,14,2,9,75816,8,Footwear,3.83,FALSE
3267,49,Female,Outerwear,Winter,Alabama,Coat,17,3955,No,3,4,Credit Card,9,52,9,118615,10,Footwear,2.08,FALSE
3268,37,Female,Clothing,Winter,Idaho,Hoodie,14,3197,Yes,15,1,Credit Card,20,89,7,62047,2,Clothing,1.33,TRUE
3269,22,Female,Clothing,Fall,Arkansas,Dress,18,4307,No,23,6,Cash,23,83,4,89414,4,Clothing,3.52,TRUE
3270,27,Female,Clothing,Winter,Ohio,Blouse,8,6167,No,11,3,Cash,18,96,9,43563,4,Footwear,2.26,FALSE
3271,59,Female,Clothing,Winter,Illinois,Socks,4,5323,Yes,10,1,Mobile Wallet,6,83,3,66812,5,Clothing,2.72,TRUE
3272,35,Female,Clothing,Spring,Nevada,Socks,13,3548,Yes,23,5,Debit Card,3,93,6,65266,7,Clothing,2.68,TRUE
3273,58,Female,Footwear,Winter,Texas,Shoes,18,9540,No,11,10,Credit Card,18,9,3,79738,4,Clothing,4.96,FALSE
3274,58,Female,Accessories,Summer,Nevada,Belt,8,4050,No,20,7,Debit Card,16,66,7,52844,3,Clothing,3.26,FALSE
3275,46,Female,Clothing,Spring,Oklahoma,Sweater,7,7090,Yes,2,6,Mobile Wallet,27,67,8,34199,10,Clothing,2.19,FALSE
3276,43,Female,Clothing,Summer,Alabama,Pants,4,2481,No,11,6,Mobile Wallet,29,87,4,62955,5,Footwear,2.21,TRUE
3277,39,Female,Accessories,Summer,South Dakota,Scarf,19,5989,No,7,3,Credit Card,1,74,1,39066,7,Outerwear,4.66,FALSE
3278,59,Female,Clothing,Spring,Texas,Skirt,10,4389,No,1,7,Credit Card,28,46,1,56854,4,Outerwear,4.01,TRUE
3279,59,Female,Clothing,Summer,Montana,Dress,17,368,Yes,8,9,Credit Card,10,36,10,101527,9,Outerwear,1.41,FALSE
3280,59,Female,Accessories,Fall,Wyoming,Hat,11,7513,No,19,10,Credit Card,6,93,4,46958,9,Footwear,1.2,TRUE
3281,45,Female,Accessories,Winter,New York,Handbag,8,3152,Yes,17,2,Cash,27,82,9,95523,2,Accessories,4.06,TRUE
3282,27,Female,Clothing,Winter,Oregon,Pants,9,3183,Yes,24,5,Credit Card,10,22,6,39518,7,Footwear,2.67,FALSE
3283,24,Female,Clothing,Fall,California,T-shirt,12,2803,Yes,11,7,Debit Card,6,78,4,53947,2,Clothing,3.3,TRUE
3284,47,Female,Outerwear,Spring,North Carolina,Jacket,20,1267,Yes,8,8,Mobile Wallet,7,1,9,72981,3,Outerwear,2.34,FALSE
3285,70,Female,Accessories,Spring,Kentucky,Scarf,5,7385,Yes,24,3,Debit Card,17,54,1,78961,8,Accessories,2,TRUE
3286,58,Female,Accessories,Fall,Hawaii,Hat,1,5025,No,7,7,Credit Card,20,14,8,58854,1,Outerwear,3.24,TRUE
3287,45,Female,Outerwear,Winter,Illinois,Jacket,5,1302,No,22,8,Mobile Wallet,14,14,4,71261,6,Clothing,3.06,FALSE
3288,24,Female,Clothing,Spring,West Virginia,Skirt,19,6502,No,12,8,Cash,11,42,5,54998,7,Accessories,4.54,TRUE
3289,67,Female,Accessories,Spring,South Carolina,Handbag,5,3410,No,9,5,Debit Card,30,42,3,72237,7,Outerwear,1.19,TRUE
3290,31,Female,Accessories,Summer,Montana,Backpack,14,8758,Yes,23,5,Credit Card,3,34,8,106929,10,Footwear,3.95,FALSE
3291,52,Female,Outerwear,Spring,North Dakota,Coat,3,7671,No,12,1,Credit Card,27,17,4,85658,7,Footwear,1.04,TRUE
3292,29,Female,Accessories,Fall,New Mexico,Belt,1,112,Yes,13,5,Mobile Wallet,4,53,3,65151,4,Clothing,2.56,TRUE
3293,62,Female,Accessories,Spring,Missouri,Handbag,1,6035,No,7,5,Debit Card,25,1,2,47941,10,Footwear,3.22,TRUE
3294,19,Female,Outerwear,Spring,West Virginia,Coat,15,1493,No,15,8,Cash,15,9,5,81288,8,Footwear,3.04,TRUE
3295,62,Female,Clothing,Spring,South Carolina,Sweater,11,3194,Yes,10,4,Debit Card,18,61,3,111551,10,Accessories,3.89,TRUE
3296,70,Female,Clothing,Summer,West Virginia,Blouse,9,6133,No,4,2,Cash,25,68,10,58200,10,Outerwear,3.02,TRUE
3297,20,Female,Clothing,Spring,Alaska,Blouse,7,4136,No,13,1,Debit Card,14,20,8,63960,10,Clothing,2.64,TRUE
3298,67,Female,Accessories,Fall,West Virginia,Belt,14,3580,Yes,5,8,Debit Card,27,10,6,55829,6,Accessories,4.16,FALSE
3299,65,Female,Outerwear,Fall,New Mexico,Jacket,3,1647,No,21,7,Debit Card,10,93,6,53201,10,Clothing,4.67,TRUE
3300,45,Female,Clothing,Spring,South Dakota,Shorts,2,7211,No,15,10,Debit Card,20,12,9,94027,2,Clothing,2.34,FALSE
3301,26,Female,Accessories,Spring,Oklahoma,Hat,7,2695,Yes,24,8,Credit Card,15,3,10,112098,9,Clothing,4.34,FALSE
3302,36,Female,Clothing,Summer,Oklahoma,Pants,19,3327,No,4,4,Debit Card,4,80,10,94784,5,Clothing,4.71,FALSE
3303,36,Female,Clothing,Winter,Alabama,Blouse,18,7463,Yes,15,9,Cash,7,38,10,39490,1,Outerwear,2.72,TRUE
3304,20,Female,Accessories,Summer,Mississippi,Belt,2,7951,Yes,13,9,Mobile Wallet,29,52,8,70024,7,Footwear,3.26,TRUE
3305,30,Female,Accessories,Fall,Mississippi,Handbag,16,9241,No,14,6,Cash,18,38,2,110849,3,Footwear,1.24,FALSE
3306,34,Female,Clothing,Summer,Nebraska,Hoodie,2,9922,Yes,23,9,Credit Card,29,32,3,57002,4,Footwear,4.72,TRUE
3307,63,Female,Outerwear,Summer,Colorado,Jacket,8,2828,No,12,7,Cash,1,35,3,90744,7,Footwear,4.2,TRUE
3308,18,Female,Accessories,Winter,Pennsylvania,Scarf,9,1606,Yes,8,2,Cash,9,27,6,40071,6,Clothing,2.22,FALSE
3309,55,Female,Clothing,Fall,Utah,Jeans,3,1237,No,5,1,Debit Card,21,13,4,108225,5,Clothing,4.03,FALSE
3310,48,Female,Accessories,Summer,Massachusetts,Handbag,1,2114,No,15,9,Cash,12,34,2,35343,1,Accessories,4.83,TRUE
3311,45,Female,Outerwear,Winter,Iowa,Jacket,3,7062,No,3,9,Cash,4,18,2,30882,1,Clothing,3.77,FALSE
3312,29,Female,Accessories,Summer,Florida,Hat,1,2813,Yes,15,10,Debit Card,17,88,6,87618,7,Outerwear,3.09,FALSE
3313,55,Female,Footwear,Summer,Louisiana,Sneakers,11,3289,Yes,5,6,Debit Card,21,21,3,119489,1,Clothing,3.1,TRUE
3314,55,Female,Accessories,Fall,Kansas,Hat,16,3810,Yes,16,10,Mobile Wallet,11,43,10,82298,8,Footwear,3.49,TRUE
3315,55,Female,Clothing,Spring,Kansas,Socks,16,8559,Yes,12,10,Debit Card,20,41,9,39308,7,Accessories,1.12,TRUE
3316,48,Female,Accessories,Summer,Kentucky,Scarf,3,9923,Yes,13,2,Mobile Wallet,11,65,7,39553,4,Footwear,1.14,FALSE
3317,42,Female,Clothing,Summer,New Mexico,Socks,8,9772,No,16,6,Debit Card,19,26,10,36740,2,Clothing,3.83,TRUE
3318,21,Female,Accessories,Summer,North Carolina,Hat,16,9550,Yes,22,3,Debit Card,13,16,5,117773,8,Clothing,2.54,FALSE
3319,45,Female,Outerwear,Summer,North Dakota,Jacket,16,2816,Yes,20,2,Cash,19,53,4,42869,1,Outerwear,1.21,FALSE
3320,23,Female,Clothing,Summer,North Dakota,Shorts,7,7780,No,7,5,Debit Card,19,75,9,77408,4,Footwear,3.63,FALSE
3321,66,Female,Clothing,Fall,Illinois,Blouse,3,3795,Yes,13,10,Credit Card,28,39,10,30075,7,Outerwear,4.6,FALSE
3322,32,Female,Outerwear,Winter,Maine,Coat,6,7110,Yes,12,4,Debit Card,5,80,3,110390,1,Accessories,2.14,TRUE
3323,52,Female,Clothing,Winter,Indiana,Sweater,18,2318,No,12,2,Mobile Wallet,5,63,9,112107,3,Footwear,2.8,FALSE
3324,54,Female,Accessories,Winter,North Dakota,Handbag,18,4635,No,8,10,Credit Card,2,100,8,65809,10,Accessories,3.89,TRUE
3325,37,Female,Clothing,Fall,Missouri,T-shirt,6,3657,No,9,1,Cash,17,19,5,108947,6,Outerwear,4.4,TRUE
3326,29,Female,Footwear,Fall,Alaska,Sandals,11,9039,Yes,3,7,Credit Card,18,75,9,82458,1,Outerwear,4.18,TRUE
3327,47,Female,Accessories,Summer,North Dakota,Gloves,16,5918,No,5,8,Cash,11,89,10,54416,8,Accessories,2.59,TRUE
3328,47,Female,Clothing,Spring,Connecticut,Shorts,20,2717,Yes,22,4,Credit Card,29,52,5,82467,1,Accessories,1.31,TRUE
3329,42,Female,Footwear,Spring,Wisconsin,Sandals,19,710,No,13,7,Cash,26,9,5,76942,8,Accessories,1.66,TRUE
3330,34,Female,Accessories,Winter,New Jersey,Backpack,10,2992,Yes,2,5,Debit Card,18,95,2,116640,4,Footwear,2.01,TRUE
3331,38,Female,Footwear,Spring,Missouri,Sneakers,17,7415,No,24,8,Mobile Wallet,30,27,2,113971,1,Outerwear,2.22,TRUE
3332,55,Female,Accessories,Summer,California,Sunglasses,10,8394,Yes,22,2,Cash,29,13,7,79468,1,Footwear,4.62,TRUE
3333,27,Female,Clothing,Summer,Washington,T-shirt,7,3261,Yes,14,1,Credit Card,15,23,3,42664,10,Accessories,4.43,FALSE
3334,55,Female,Clothing,Spring,Minnesota,Jeans,20,6780,Yes,23,6,Mobile Wallet,22,69,7,111495,2,Accessories,3.19,TRUE
3335,66,Female,Clothing,Summer,California,Shirt,13,9918,No,22,8,Mobile Wallet,28,20,3,55512,2,Accessories,4.93,FALSE
3336,44,Female,Accessories,Winter,Texas,Hat,14,1073,No,14,5,Credit Card,1,2,9,60750,9,Outerwear,1.35,FALSE
3337,39,Female,Clothing,Fall,Montana,Blouse,11,2442,Yes,22,6,Cash,7,100,3,59910,8,Accessories,1.87,TRUE
3338,23,Female,Outerwear,Winter,Arizona,Jacket,3,8358,No,18,6,Debit Card,17,3,3,41982,7,Accessories,2.72,FALSE
3339,29,Female,Clothing,Winter,Minnesota,Skirt,9,6592,No,15,2,Mobile Wallet,11,99,5,76112,9,Accessories,3.88,FALSE
3340,20,Female,Accessories,Fall,Nebraska,Gloves,15,6533,Yes,24,9,Credit Card,23,6,5,110512,2,Outerwear,1.94,TRUE
3341,42,Female,Clothing,Fall,Virginia,T-shirt,12,4184,No,7,4,Mobile Wallet,11,28,5,53756,5,Outerwear,1.24,FALSE
3342,55,Female,Outerwear,Summer,Connecticut,Jacket,7,6515,No,14,2,Debit Card,23,63,9,45693,10,Clothing,4.94,TRUE
3343,66,Female,Outerwear,Spring,New Jersey,Jacket,6,7913,Yes,2,8,Mobile Wallet,26,41,1,56836,6,Footwear,3.3,FALSE
3344,24,Female,Clothing,Winter,Kentucky,Shorts,13,2013,Yes,21,9,Credit Card,10,66,10,107460,5,Outerwear,4.95,TRUE
3345,62,Female,Accessories,Fall,Washington,Hat,3,6018,Yes,15,5,Mobile Wallet,11,99,6,57554,5,Footwear,4.26,TRUE
3346,28,Female,Accessories,Summer,Florida,Handbag,6,7515,Yes,12,7,Mobile Wallet,21,48,1,76888,4,Clothing,2.21,FALSE
3347,30,Female,Clothing,Summer,Oklahoma,Jeans,19,4881,Yes,14,7,Credit Card,30,17,2,57167,5,Outerwear,3.27,TRUE
3348,22,Female,Footwear,Summer,Iowa,Shoes,9,5168,Yes,17,3,Mobile Wallet,8,44,6,62528,10,Footwear,4.76,FALSE
3349,28,Female,Clothing,Winter,New Hampshire,T-shirt,1,4614,No,4,10,Debit Card,9,22,9,39288,4,Footwear,1.59,FALSE
3350,35,Female,Accessories,Fall,Georgia,Jewelry,19,7981,No,16,8,Cash,14,0,6,35031,2,Outerwear,2.04,FALSE
3351,45,Female,Accessories,Fall,Mississippi,Handbag,14,4743,Yes,22,2,Cash,1,68,2,77365,9,Outerwear,4.16,TRUE
3352,43,Female,Clothing,Spring,New Hampshire,Shirt,5,5747,No,16,6,Debit Card,16,92,10,80612,7,Accessories,4.97,TRUE
3353,55,Female,Accessories,Summer,Washington,Belt,4,799,No,7,8,Credit Card,21,93,5,90863,7,Footwear,3.4,TRUE
3354,31,Female,Clothing,Fall,Ohio,Dress,5,1137,Yes,3,1,Credit Card,11,52,2,99050,7,Footwear,2.91,FALSE
3355,42,Female,Clothing,Fall,Maryland,Skirt,3,1713,Yes,4,4,Credit Card,10,14,9,94750,4,Outerwear,4.03,TRUE
3356,40,Female,Clothing,Spring,Delaware,Blouse,3,2571,No,20,5,Mobile Wallet,7,100,7,71482,6,Footwear,2.53,TRUE
3357,39,Female,Clothing,Summer,Tennessee,Jeans,18,4757,Yes,20,2,Mobile Wallet,16,50,3,34112,10,Accessories,3.93,TRUE
3358,41,Female,Clothing,Winter,Arkansas,Hoodie,19,4336,No,3,8,Debit Card,7,15,5,105211,2,Clothing,3.82,TRUE
3359,56,Female,Clothing,Fall,Tennessee,T-shirt,17,2630,No,6,4,Mobile Wallet,18,83,5,49119,3,Accessories,3.82,TRUE
3360,43,Female,Accessories,Fall,New Hampshire,Sunglasses,13,5647,No,10,7,Cash,5,28,3,82187,1,Outerwear,5,TRUE
3361,22,Female,Outerwear,Spring,Minnesota,Jacket,3,8137,Yes,12,4,Mobile Wallet,15,5,2,85069,7,Footwear,3.12,TRUE
3362,47,Female,Footwear,Spring,Florida,Shoes,4,5273,Yes,2,2,Mobile Wallet,30,94,3,99528,10,Accessories,2.71,FALSE
3363,50,Female,Accessories,Summer,Tennessee,Handbag,8,6798,Yes,17,5,Mobile Wallet,4,69,5,114788,10,Accessories,4.22,TRUE
3364,58,Female,Clothing,Winter,California,Sweater,16,9564,No,18,2,Credit Card,11,25,3,104338,6,Accessories,1.31,FALSE
3365,50,Female,Accessories,Fall,Oregon,Scarf,20,1788,No,12,9,Debit Card,13,76,8,52020,9,Footwear,1.83,FALSE
3366,43,Female,Clothing,Fall,Tennessee,Skirt,15,8623,Yes,20,2,Mobile Wallet,22,76,10,119251,1,Outerwear,4.98,FALSE
3367,38,Female,Accessories,Spring,North Carolina,Gloves,15,959,No,13,8,Debit Card,19,76,6,37540,4,Clothing,2.07,TRUE
3368,44,Female,Clothing,Summer,Tennessee,T-shirt,6,993,No,16,1,Cash,7,11,1,74756,9,Outerwear,3.95,TRUE
3369,30,Female,Footwear,Spring,Nebraska,Sandals,13,7425,Yes,23,4,Credit Card,10,54,10,46575,8,Outerwear,4.23,FALSE
3370,47,Female,Clothing,Winter,Maine,Sweater,14,2670,No,15,5,Mobile Wallet,17,1,1,92278,5,Clothing,3.29,TRUE
3371,30,Female,Accessories,Summer,Illinois,Belt,6,9024,No,23,3,Mobile Wallet,29,2,5,114942,1,Outerwear,3.85,TRUE
3372,49,Female,Clothing,Winter,Colorado,Hoodie,3,2389,No,8,1,Credit Card,26,33,1,41249,3,Outerwear,2.01,FALSE
3373,56,Female,Clothing,Winter,Pennsylvania,Socks,20,517,No,9,9,Cash,28,81,7,117068,2,Accessories,3.99,FALSE
3374,70,Female,Footwear,Spring,Minnesota,Sandals,11,8575,Yes,3,7,Debit Card,13,40,4,118991,8,Accessories,2.61,FALSE
3375,22,Female,Clothing,Spring,Nevada,Blouse,12,9578,Yes,14,10,Mobile Wallet,17,10,4,99179,2,Accessories,4.42,TRUE
3376,51,Female,Footwear,Fall,Connecticut,Boots,10,257,Yes,17,2,Mobile Wallet,3,3,1,50397,10,Clothing,3.94,FALSE
3377,22,Female,Accessories,Winter,Ohio,Hat,17,5262,No,23,5,Mobile Wallet,13,78,5,71641,8,Footwear,3.49,FALSE
3378,37,Female,Clothing,Winter,Kentucky,Shirt,19,1534,Yes,2,6,Mobile Wallet,1,54,1,45545,2,Clothing,1.29,FALSE
3379,49,Female,Clothing,Fall,Minnesota,Shorts,20,9888,No,1,10,Cash,20,41,9,117115,4,Clothing,1.51,FALSE
3380,61,Female,Accessories,Summer,Tennessee,Handbag,16,9230,Yes,16,8,Mobile Wallet,8,20,7,77816,9,Footwear,4.1,TRUE
3381,41,Female,Clothing,Summer,North Dakota,Dress,17,9470,Yes,14,4,Debit Card,15,73,7,83793,6,Footwear,3.6,TRUE
3382,57,Female,Accessories,Winter,Minnesota,Hat,2,3804,Yes,24,3,Debit Card,3,14,4,106780,9,Accessories,4.59,TRUE
3383,34,Female,Clothing,Spring,Nebraska,Sweater,10,6620,No,10,6,Cash,4,89,6,79876,4,Clothing,1.29,FALSE
3384,27,Female,Outerwear,Fall,Delaware,Coat,14,2873,No,15,4,Credit Card,5,3,5,88170,3,Footwear,4.89,FALSE
3385,39,Female,Clothing,Summer,Minnesota,Hoodie,8,571,Yes,16,1,Credit Card,20,82,2,100756,8,Clothing,4.73,FALSE
3386,62,Female,Accessories,Winter,Rhode Island,Jewelry,12,201,No,2,3,Mobile Wallet,8,66,6,48296,6,Clothing,1.16,TRUE
3387,34,Female,Clothing,Fall,Michigan,T-shirt,6,7802,Yes,4,10,Debit Card,16,64,6,43300,10,Accessories,4.94,TRUE
3388,53,Female,Clothing,Spring,New Jersey,Pants,8,5909,Yes,21,7,Credit Card,29,69,9,89640,10,Accessories,3.93,FALSE
3389,35,Female,Clothing,Spring,South Dakota,Sweater,1,6566,Yes,18,3,Cash,10,79,3,103669,8,Accessories,3.19,FALSE
3390,38,Female,Clothing,Fall,North Carolina,Pants,14,135,Yes,8,10,Cash,25,97,4,40641,1,Outerwear,3.23,TRUE
3391,32,Female,Clothing,Summer,Oregon,Socks,9,8607,No,21,8,Mobile Wallet,21,71,1,106596,8,Footwear,3.81,TRUE
3392,47,Female,Clothing,Fall,Montana,Hoodie,15,6815,No,17,4,Credit Card,17,73,1,37053,10,Footwear,2.73,TRUE
3393,53,Female,Accessories,Winter,New Jersey,Scarf,2,1266,No,6,7,Cash,30,90,9,101133,4,Footwear,2.27,TRUE
3394,60,Female,Clothing,Fall,Arizona,Dress,20,9669,Yes,4,6,Credit Card,8,17,9,76610,10,Accessories,4.7,FALSE
3395,31,Female,Footwear,Spring,Vermont,Sandals,17,8304,Yes,2,3,Mobile Wallet,11,87,2,102982,10,Clothing,1.33,FALSE
3396,44,Female,Clothing,Winter,Colorado,Dress,17,8828,No,11,4,Cash,7,95,8,31959,1,Footwear,3.75,TRUE
3397,29,Female,Clothing,Winter,Tennessee,Pants,15,2437,Yes,21,1,Mobile Wallet,7,90,10,53005,8,Accessories,4.92,FALSE
3398,19,Female,Clothing,Summer,New Jersey,Blouse,20,1223,Yes,15,2,Debit Card,14,13,6,47741,10,Footwear,4.7,TRUE
3399,54,Female,Clothing,Winter,Montana,Jeans,17,2972,Yes,21,7,Debit Card,30,31,4,42031,8,Accessories,2.3,FALSE
3400,40,Female,Clothing,Winter,Montana,Pants,16,2703,No,19,7,Debit Card,9,44,9,50599,7,Accessories,2.14,FALSE
3401,39,Female,Accessories,Fall,Nevada,Sunglasses,9,4495,No,10,6,Debit Card,28,15,2,100427,5,Clothing,3.74,TRUE
3402,44,Female,Accessories,Winter,Nevada,Backpack,1,1833,Yes,19,6,Cash,26,97,7,65175,1,Accessories,4.07,TRUE
3403,22,Female,Clothing,Spring,Louisiana,Hoodie,19,7194,Yes,6,9,Credit Card,20,86,7,32453,7,Accessories,1.91,FALSE
3404,30,Female,Footwear,Summer,Illinois,Boots,2,2541,Yes,7,8,Cash,11,89,6,43595,9,Accessories,4.79,FALSE
3405,69,Female,Accessories,Fall,South Carolina,Gloves,10,8435,No,2,7,Credit Card,15,61,3,66710,5,Clothing,3.85,FALSE
3406,28,Female,Clothing,Summer,Washington,Blouse,7,8027,Yes,13,1,Debit Card,7,77,7,94757,2,Outerwear,4.06,FALSE
3407,57,Female,Clothing,Spring,Nebraska,Sweater,19,9095,No,23,9,Credit Card,27,41,2,85784,9,Outerwear,2.54,TRUE
3408,46,Female,Clothing,Spring,Alabama,Dress,7,9944,No,23,3,Mobile Wallet,5,22,4,78373,8,Clothing,2.52,FALSE
3409,48,Female,Clothing,Summer,Montana,Socks,19,3141,Yes,14,2,Mobile Wallet,11,30,7,70441,6,Footwear,1.87,TRUE
3410,24,Female,Clothing,Summer,Minnesota,Shirt,12,8374,Yes,14,3,Cash,20,45,8,81811,4,Outerwear,1.5,TRUE
3411,50,Female,Footwear,Summer,Ohio,Sandals,4,1236,No,6,4,Debit Card,14,45,4,43234,9,Outerwear,2.59,FALSE
3412,29,Female,Footwear,Winter,New York,Shoes,16,6911,No,16,3,Debit Card,21,28,9,41493,1,Accessories,2.02,FALSE
3413,61,Female,Footwear,Fall,Indiana,Sandals,14,2352,No,7,4,Credit Card,17,48,2,47598,1,Outerwear,4.72,FALSE
3414,34,Female,Accessories,Winter,Delaware,Gloves,14,6127,No,6,8,Mobile Wallet,23,53,2,68320,6,Footwear,2.69,TRUE
3415,27,Female,Footwear,Spring,Connecticut,Boots,3,8069,No,10,5,Cash,25,68,10,50443,10,Clothing,1.2,FALSE
3416,38,Female,Clothing,Fall,New York,Blouse,16,1951,Yes,17,7,Credit Card,10,0,3,109255,9,Accessories,1.34,TRUE
3417,25,Female,Footwear,Spring,Alabama,Sandals,13,2676,Yes,5,8,Cash,14,74,10,52800,10,Clothing,2.32,TRUE
3418,54,Female,Outerwear,Summer,Massachusetts,Coat,18,630,No,9,1,Debit Card,29,83,4,116621,7,Clothing,4.83,FALSE
3419,53,Female,Outerwear,Summer,South Carolina,Jacket,7,8637,Yes,8,6,Cash,21,59,4,115715,9,Accessories,2.48,FALSE
3420,23,Female,Accessories,Winter,West Virginia,Jewelry,17,9595,No,24,4,Mobile Wallet,2,71,7,85939,5,Outerwear,3.36,FALSE
3421,19,Female,Accessories,Winter,Kentucky,Hat,17,8922,No,22,10,Cash,25,40,7,90147,4,Footwear,3.93,FALSE
3422,57,Female,Footwear,Summer,New Jersey,Shoes,6,7948,Yes,17,4,Mobile Wallet,7,89,7,89975,2,Accessories,2.53,FALSE
3423,19,Female,Outerwear,Winter,New York,Coat,11,4952,Yes,13,3,Cash,25,49,9,62732,2,Outerwear,3.78,TRUE
3424,33,Female,Footwear,Spring,Massachusetts,Boots,12,4503,No,21,5,Credit Card,4,35,2,57765,4,Clothing,4.82,FALSE
3425,33,Female,Accessories,Summer,Florida,Scarf,19,3593,No,6,10,Mobile Wallet,14,87,1,97875,4,Footwear,2.58,FALSE
3426,38,Female,Accessories,Summer,Michigan,Hat,9,4963,Yes,24,5,Cash,14,10,9,109963,2,Outerwear,1.71,TRUE
3427,47,Female,Clothing,Fall,Oregon,Socks,19,1007,Yes,21,3,Mobile Wallet,12,15,1,119531,7,Footwear,1.12,FALSE
3428,39,Female,Clothing,Winter,Michigan,T-shirt,14,3825,Yes,15,2,Debit Card,17,13,2,99103,9,Accessories,2.74,TRUE
3429,32,Female,Accessories,Fall,Washington,Jewelry,16,1618,Yes,20,3,Credit Card,7,69,4,88721,5,Accessories,2.29,TRUE
3430,27,Female,Clothing,Winter,Alaska,Skirt,9,4582,Yes,20,9,Debit Card,27,46,6,112053,9,Footwear,1.02,FALSE
3431,67,Female,Clothing,Winter,Montana,Socks,18,555,Yes,24,3,Mobile Wallet,27,31,4,100881,5,Accessories,3.15,FALSE
3432,46,Female,Accessories,Summer,New Mexico,Belt,12,9539,Yes,24,9,Debit Card,9,45,9,32793,5,Clothing,2.46,FALSE
3433,36,Female,Footwear,Summer,Connecticut,Boots,13,1459,No,18,1,Debit Card,18,30,8,47713,2,Accessories,3.01,FALSE
3434,62,Female,Clothing,Spring,Alaska,Socks,7,2810,No,17,6,Credit Card,6,8,9,94978,3,Outerwear,3.28,TRUE
3435,31,Female,Clothing,Summer,Ohio,Pants,4,8467,No,13,10,Cash,8,41,4,115055,1,Accessories,4.8,FALSE
3436,68,Female,Clothing,Summer,Montana,Socks,2,6351,No,7,5,Credit Card,11,40,3,36435,1,Outerwear,2.14,TRUE
3437,57,Female,Accessories,Winter,Nebraska,Belt,6,9335,No,11,1,Debit Card,30,70,3,72496,4,Clothing,1.14,TRUE
3438,22,Female,Outerwear,Winter,Oklahoma,Jacket,11,4857,No,6,6,Mobile Wallet,6,97,9,82270,3,Clothing,2.58,TRUE
3439,26,Female,Clothing,Fall,Kentucky,Shirt,20,9858,No,19,8,Credit Card,24,48,6,97381,6,Footwear,1.19,TRUE
3440,43,Female,Accessories,Summer,Idaho,Gloves,3,1479,Yes,8,4,Mobile Wallet,21,24,10,101154,2,Footwear,2.66,FALSE
3441,45,Female,Accessories,Fall,Maryland,Handbag,13,3193,Yes,23,10,Debit Card,27,58,10,108527,6,Footwear,4.36,FALSE
3442,64,Female,Clothing,Fall,Tennessee,Sweater,12,4539,No,16,6,Cash,13,94,1,69997,9,Outerwear,3.91,FALSE
3443,28,Female,Clothing,Spring,Michigan,Skirt,3,6727,No,16,10,Debit Card,12,13,5,70629,7,Footwear,1.26,TRUE
3444,47,Female,Clothing,Summer,Tennessee,Dress,14,4113,Yes,16,6,Credit Card,12,29,5,64531,10,Outerwear,1.24,FALSE
3445,53,Female,Clothing,Summer,Rhode Island,Pants,20,8535,No,3,9,Cash,12,84,5,83339,7,Outerwear,3.34,FALSE
